Id,Article ,ProductName,Price,Quantity ,Description ,Manufacturer ,Colour,Hashtags
3659,1256745,Мобильный телефон Intex Ultra 4000,"2079,0",8,Размеры (мм): 124.5x52.5x16.8; Емкость (мАч): 4000; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; Bluetooth; GPRS; Камера (основная): 0.1; Слот для карт; Память (ГБ): 0.02; ОЗУ (ГБ): 0.03; Процессор (ГГц): 0.3; Модель процессора: MediaTek MT6261; разрешение (пикс): 320x240,Intex,пурпурный,#Intex #пурпурный #Премиум
3660,1256745,Мобильный телефон Intex Ultra 4000,"2 079,0",6,Размеры (мм): 124.5x52.5x16.8; Емкость (мАч): 4000; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; Bluetooth; GPRS; Камера (основная): 0.1; Слот для карт; Память (ГБ): 0.02; ОЗУ (ГБ): 0.03; Процессор (ГГц): 0.3; Модель процессора: MediaTek MT6261; разрешение (пикс): 320x240,Intex,черный,#Intex #черный #Премиум
3661,323287,Мобильный телефон HTC One Max,"15570,5",11,"Смартфон с внушительным экраном, приближающимся по размерам к планшетному — 5,9"", рекордный показатель в линейке HTC на момент выпуска (октябрь 2013 года). Остальные характеристики экрана вполне соответствуют классу: разрешение Full HD, матрица Super LCD3. То же самое можно сказать и об остальных характеристиках: на борту установлен четырёхъядерный процессор на 1,7 ГГц, 2 ГБ оперативной и 16 ГБ встроенной памяти, а коммуникации включают модуль Wi-Fi с поддержкой Hot-Spot, чип NFC, Bluetooth 4.0 и даже ИК-порт. Камера имеет большой 1/3"" сенсор. Однако главной особенностью устройства можно назвать сканер отпечатка пальца. Операционная система — Android 4.3. ",HTC,пурпурный,#HTC #пурпурный #Премиум
3662,323287,Мобильный телефон HTC One Max,"15 570,5",10,"Смартфон с внушительным экраном, приближающимся по размерам к планшетному — 5,9"", рекордный показатель в линейке HTC на момент выпуска (октябрь 2013 года). Остальные характеристики экрана вполне соответствуют классу: разрешение Full HD, матрица Super LCD3. То же самое можно сказать и об остальных характеристиках: на борту установлен четырёхъядерный процессор на 1,7 ГГц, 2 ГБ оперативной и 16 ГБ встроенной памяти, а коммуникации включают модуль Wi-Fi с поддержкой Hot-Spot, чип NFC, Bluetooth 4.0 и даже ИК-порт. Камера имеет большой 1/3"" сенсор. Однако главной особенностью устройства можно назвать сканер отпечатка пальца. Операционная система — Android 4.3. ",HTC,серебристый,#HTC #серебристый #Премиум
3663,260239,Мобильный телефон Nokia Lumia 520,"8248,9",8,"Смартфон бюджетного класса под Windows Phone 8, самое недорогое устройство этого типа на рынке (на февраль 2013 года). Невысокая стоимость обусловлена, в частности, скромными характеристиками памяти — 512 Мб оперативной, 8 Гб встроенной — а также относительно невысоким разрешением дисплея — 800х480. В то же время основой «начинки» является двухъядерный процессор, поддерживаются карты памяти до 64 Гб, диагональ дисплея составляет 4"", он выполнен по технологии IPS и позволяет работать в перчатках. Камера одна — на 5 Мп, с поддержкой видео HD. ",Nokia,пурпурный,#Nokia #пурпурный #Премиум
3664,260239,Мобильный телефон Nokia Lumia 520,"8 248,9",4,"Смартфон бюджетного класса под Windows Phone 8, самое недорогое устройство этого типа на рынке (на февраль 2013 года). Невысокая стоимость обусловлена, в частности, скромными характеристиками памяти — 512 Мб оперативной, 8 Гб встроенной — а также относительно невысоким разрешением дисплея — 800х480. В то же время основой «начинки» является двухъядерный процессор, поддерживаются карты памяти до 64 Гб, диагональ дисплея составляет 4"", он выполнен по технологии IPS и позволяет работать в перчатках. Камера одна — на 5 Мп, с поддержкой видео HD. ",Nokia,черный,#Nokia #черный #Премиум
3665,1050676,Мобильный телефон SENSEIT P300,"5709,0",15,"Вес (г): 195; Размеры (мм): 130х57.7х23.3; Емкость (мАч): 2500; Аккумулятор: Li-Ion; пыле-, влагозащита; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; Bluetooth; GPRS; Вспышка; Камера (основная): 2; Слот для карт; Процессор (ГГц): 0.4; Модель процессора: MediaTek MT6260A; разрешение (пикс): 360х400 ",SENSEIT,пурпурный,#SENSEIT #пурпурный #Премиум
3666,1050676,Мобильный телефон SENSEIT P300,"5 709,0",12,"Вес (г): 195; Размеры (мм): 130х57.7х23.3; Емкость (мАч): 2500; Аккумулятор: Li-Ion; пыле-, влагозащита; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; Bluetooth; GPRS; Вспышка; Камера (основная): 2; Слот для карт; Процессор (ГГц): 0.4; Модель процессора: MediaTek MT6260A; разрешение (пикс): 360х400 ",SENSEIT,черный,#SENSEIT #черный #Премиум
3667,662652,Мобильный телефон Ginzzu RS94 Dual,"15389,0",6,"Вес (г): 275; Размеры (мм): 151.7х78х16; Емкость (мАч): 4000; Аккумулятор: Li-Ion; ударозащита; пыле-, влагозащита; фонарик; mini-Jack (3.5 мм); microUSB; GPS-модуль; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Камера (основная): 8; AnTuTu Benchmark: 20319; Слот для карт; Память (ГБ): 8; ОЗУ (ГБ): 1; Процессор (ГГц): 1.2 ",Ginzzu,пурпурный,#Ginzzu #пурпурный #Премиум
3668,662652,Мобильный телефон Ginzzu RS94 Dual,"15 389,0",9,"Вес (г): 275; Размеры (мм): 151.7х78х16; Емкость (мАч): 4000; Аккумулятор: Li-Ion; ударозащита; пыле-, влагозащита; фонарик; mini-Jack (3.5 мм); microUSB; GPS-модуль; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Камера (основная): 8; AnTuTu Benchmark: 20319; Слот для карт; Память (ГБ): 8; ОЗУ (ГБ): 1; Процессор (ГГц): 1.2 ",Ginzzu,оранжевый,#Ginzzu #оранжевый #Премиум
3669,662652,Мобильный телефон Ginzzu RS94 Dual,"15 389,0",9,"Вес (г): 275; Размеры (мм): 151.7х78х16; Емкость (мАч): 4000; Аккумулятор: Li-Ion; ударозащита; пыле-, влагозащита; фонарик; mini-Jack (3.5 мм); microUSB; GPS-модуль; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Камера (основная): 8; AnTuTu Benchmark: 20319; Слот для карт; Память (ГБ): 8; ОЗУ (ГБ): 1; Процессор (ГГц): 1.2 ",Ginzzu,черный,#Ginzzu #черный #Премиум
3670,1039445,Мобильный телефон Micromax Q409,"4939,0",5,"Вес (г): 145; Емкость (мАч): 2200; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; GPS-модуль; aGPS; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Камера (основная): 5; Слот для карт; Память (ГБ): 8; ОЗУ (ГБ): 1; Процессор (ГГц): 1; сенсорный экран; разрешение (пикс): 1280х720; Основной дисплей: дисплей (""): 5 ",Micromax,пурпурный,#Micromax #пурпурный #Премиум
3671,1039445,Мобильный телефон Micromax Q409,"5 049,0",13,"Вес (г): 145; Емкость (мАч): 2200; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; GPS-модуль; aGPS; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Камера (основная): 5; Слот для карт; Память (ГБ): 8; ОЗУ (ГБ): 1; Процессор (ГГц): 1; сенсорный экран; разрешение (пикс): 1280х720; Основной дисплей: дисплей (""): 5 ",Micromax,серый,#Micromax #серый #Премиум
3672,1039445,Мобильный телефон Micromax Q409,"4 730,0",5,"Вес (г): 145; Емкость (мАч): 2200; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; GPS-модуль; aGPS; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Камера (основная): 5; Слот для карт; Память (ГБ): 8; ОЗУ (ГБ): 1; Процессор (ГГц): 1; сенсорный экран; разрешение (пикс): 1280х720; Основной дисплей: дисплей (""): 5 ",Micromax,черный,#Micromax #черный #Премиум
3673,864389,Мобильный телефон Micromax Canvas Juice 3 Q392,"6259,0",8,Емкость (мАч): 4000; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; GPS-модуль; aGPS; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Видео (основная): 1280x720; Камера (основная): 8; Слот для карт; Память (ГБ): 8; ОЗУ (ГБ): 2; Процессор (ГГц): 1.3; стекло Gorilla Glass; сенсорный экран ,Micromax,пурпурный,#Micromax #пурпурный #Премиум
3674,864389,Мобильный телефон Micromax Canvas Juice 3 Q392,"6 259,0",3,Емкость (мАч): 4000; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; GPS-модуль; aGPS; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Видео (основная): 1280x720; Камера (основная): 8; Слот для карт; Память (ГБ): 8; ОЗУ (ГБ): 2; Процессор (ГГц): 1.3; стекло Gorilla Glass; сенсорный экран ,Micromax,серый,#Micromax #серый #Премиум
3675,864389,Мобильный телефон Micromax Canvas Juice 3 Q392,"6 930,0",10,Емкость (мАч): 4000; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; GPS-модуль; aGPS; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Видео (основная): 1280x720; Камера (основная): 8; Слот для карт; Память (ГБ): 8; ОЗУ (ГБ): 2; Процессор (ГГц): 1.3; стекло Gorilla Glass; сенсорный экран ,Micromax,бежевый,#Micromax #бежевый #Премиум
3676,1003269,Мобильный телефон Nokia 150,"2739,0",2,"Вес (г): 81; Размеры (мм): 118х50.2х13.5; Емкость (мАч): 1200; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; Bluetooth; GPRS; Вспышка; Камера (основная): 0.3; разрешение (пикс): 320x240; Основной дисплей: дисплей (""): 2.4; Корпус: моноблок; ОС: отсутствует; GSM; Тип устройства: телефон",Nokia,пурпурный,#Nokia #пурпурный #Премиум
3677,1003269,Мобильный телефон Nokia 150,"2 739,0",5,"Вес (г): 81; Размеры (мм): 118х50.2х13.5; Емкость (мАч): 1200; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; Bluetooth; GPRS; Вспышка; Камера (основная): 0.3; разрешение (пикс): 320x240; Основной дисплей: дисплей (""): 2.4; Корпус: моноблок; ОС: отсутствует; GSM; Тип устройства: телефон",Nokia,черный,#Nokia #черный #Премиум
3678,1003269,Мобильный телефон Nokia 150,"2 739,0",2,"Вес (г): 81; Размеры (мм): 118х50.2х13.5; Емкость (мАч): 1200; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; Bluetooth; GPRS; Вспышка; Камера (основная): 0.3; разрешение (пикс): 320x240; Основной дисплей: дисплей (""): 2.4; Корпус: моноблок; ОС: отсутствует; GSM; Тип устройства: телефон",Nokia,белый,#Nokia #белый #Премиум
3679,887252,Мобильный телефон UleFone Power,"17543,9",2,Вес (г): 190; Размеры (мм): 155х77х9.5; Емкость (мАч): 6050; Аккумулятор: Li-Pol; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; Цифровой компас; Поддержка ГЛОНАСС; GPS-модуль; aGPS; USB хост; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Видео (основная): 1920х1080; Камера (основная): 13; AnTuTu Benchmark: 36119 ,UleFone,пурпурный,#UleFone #пурпурный #Премиум
3680,887252,Мобильный телефон UleFone Power,"17 543,9",9,Вес (г): 190; Размеры (мм): 155х77х9.5; Емкость (мАч): 6050; Аккумулятор: Li-Pol; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; Цифровой компас; Поддержка ГЛОНАСС; GPS-модуль; aGPS; USB хост; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Видео (основная): 1920х1080; Камера (основная): 13; AnTuTu Benchmark: 36119 ,UleFone,золотистый,#UleFone #золотистый #Премиум
3681,67820,Мобильный телефон Philips Xenium X800,"3619,0",13,"Вес (г): 99; Размеры (мм): 101 x 52.4 x 16.3; Емкость (мАч): 1250; Аккумулятор: Li-Ion; Bluetooth; GPRS; Камера (основная): 2; Слот для карт; сенсорный экран; разрешение (пикс): 400x240; Основной дисплей: дисплей (""): 2.9; Корпус: моноблок; ОС: отсутствует; GSM; Тип устройства: телефон ",Philips,пурпурный,#Philips #пурпурный #Премиум
3682,67820,Мобильный телефон Philips Xenium X800,"3 619,0",2,"Вес (г): 99; Размеры (мм): 101 x 52.4 x 16.3; Емкость (мАч): 1250; Аккумулятор: Li-Ion; Bluetooth; GPRS; Камера (основная): 2; Слот для карт; сенсорный экран; разрешение (пикс): 400x240; Основной дисплей: дисплей (""): 2.9; Корпус: моноблок; ОС: отсутствует; GSM; Тип устройства: телефон ",Philips,черный,#Philips #черный #Премиум
3683,1203677,Мобильный телефон Prestigio Wize G3,"3839,0",3,"Емкость (мАч): 2000; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; GPS-модуль; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Камера (основная): 5; Слот для карт; Память (ГБ): 8; ОЗУ (ГБ): 1; Процессор (ГГц): 1.2; сенсорный экран; разрешение (пикс): 854x480; Основной дисплей: дисплей (""): 5",Prestigio,пурпурный,#Prestigio #пурпурный #Премиум
3684,1203677,Мобильный телефон Prestigio Wize G3,"3 751,0",15,"Емкость (мАч): 2000; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; GPS-модуль; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Камера (основная): 5; Слот для карт; Память (ГБ): 8; ОЗУ (ГБ): 1; Процессор (ГГц): 1.2; сенсорный экран; разрешение (пикс): 854x480; Основной дисплей: дисплей (""): 5",Prestigio,золотистый,#Prestigio #золотистый #Премиум
3685,1203677,Мобильный телефон Prestigio Wize G3,"3 465,0",8,"Емкость (мАч): 2000; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; GPS-модуль; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Камера (основная): 5; Слот для карт; Память (ГБ): 8; ОЗУ (ГБ): 1; Процессор (ГГц): 1.2; сенсорный экран; разрешение (пикс): 854x480; Основной дисплей: дисплей (""): 5",Prestigio,красный,#Prestigio #красный #Премиум
3686,1203677,Мобильный телефон Prestigio Wize G3,"3 465,0",9,"Емкость (мАч): 2000; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; GPS-модуль; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Камера (основная): 5; Слот для карт; Память (ГБ): 8; ОЗУ (ГБ): 1; Процессор (ГГц): 1.2; сенсорный экран; разрешение (пикс): 854x480; Основной дисплей: дисплей (""): 5",Prestigio,черный,#Prestigio #черный #Премиум
3687,1203677,Мобильный телефон Prestigio Wize G3,"4 389,0",12,"Емкость (мАч): 2000; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; GPS-модуль; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Камера (основная): 5; Слот для карт; Память (ГБ): 8; ОЗУ (ГБ): 1; Процессор (ГГц): 1.2; сенсорный экран; разрешение (пикс): 854x480; Основной дисплей: дисплей (""): 5",Prestigio,бордовый,#Prestigio #бордовый #Премиум
3688,1203677,Мобильный телефон Prestigio Wize G3,"4 389,0",5,"Емкость (мАч): 2000; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; GPS-модуль; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Камера (основная): 5; Слот для карт; Память (ГБ): 8; ОЗУ (ГБ): 1; Процессор (ГГц): 1.2; сенсорный экран; разрешение (пикс): 854x480; Основной дисплей: дисплей (""): 5",Prestigio,синий,#Prestigio #синий #Премиум
3689,1039157,Мобильный телефон Vertex D515,"1556,5",14,"Размеры (мм): 123.7х51.9х10.9; Емкость (мАч): 1600; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; Bluetooth; GPRS; Камера (основная): 0.3; Слот для карт; разрешение (пикс): 320x240; Основной дисплей: дисплей (""): 2.4; Корпус: моноблок; Режим работы SIM-карт: попеременный; Кол-во SIM-карт: 2 SIM",Vertex,пурпурный,#Vertex #пурпурный #Премиум
3690,1039157,Мобильный телефон Vertex D515,"1 556,5",15,"Размеры (мм): 123.7х51.9х10.9; Емкость (мАч): 1600; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; Bluetooth; GPRS; Камера (основная): 0.3; Слот для карт; разрешение (пикс): 320x240; Основной дисплей: дисплей (""): 2.4; Корпус: моноблок; Режим работы SIM-карт: попеременный; Кол-во SIM-карт: 2 SIM",Vertex,серебристый,#Vertex #серебристый #Премиум
3691,931502,Мобильный телефон Texet TM-4083,"9064,0",15,"Вес (г): 195; Размеры (мм): 137.5х74х16.7; Емкость (мАч): 2600; Аккумулятор: Li-Pol; ударозащита; пыле-, влагозащита; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; GPS-модуль; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Камера (основная): 8; Слот для карт; Память (ГБ): 8; ОЗУ (ГБ): 1; Процессор (ГГц): 1.3 ",Texet,пурпурный,#Texet #пурпурный #Премиум
3692,931502,Мобильный телефон Texet TM-4083,"9 064,0",7,"Вес (г): 195; Размеры (мм): 137.5х74х16.7; Емкость (мАч): 2600; Аккумулятор: Li-Pol; ударозащита; пыле-, влагозащита; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; GPS-модуль; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Камера (основная): 8; Слот для карт; Память (ГБ): 8; ОЗУ (ГБ): 1; Процессор (ГГц): 1.3 ",Texet,черный,#Texet #черный #Премиум
3693,929387,Мобильный телефон Asus Zenfone 3 Max 32GB ZC520TL,"12793,0",2,Вес (г): 148; Размеры (мм): 149.5x73.7x8.6; Емкость (мАч): 4130; Аккумулятор: Li-Ion; фонарик; гироскоп; mini-Jack (3.5 мм); microUSB; FM-приемник; Цифровой компас; Поддержка ГЛОНАСС; GPS-модуль; aGPS; USB хост; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Видео (основная): 1920х1080; Камера (основная): 13 ,Asus,пурпурный,#Asus #пурпурный #Премиум
3694,929387,Мобильный телефон Asus Zenfone 3 Max 32GB ZC520TL,"12 274,9",14,Вес (г): 148; Размеры (мм): 149.5x73.7x8.6; Емкость (мАч): 4130; Аккумулятор: Li-Ion; фонарик; гироскоп; mini-Jack (3.5 мм); microUSB; FM-приемник; Цифровой компас; Поддержка ГЛОНАСС; GPS-модуль; aGPS; USB хост; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Видео (основная): 1920х1080; Камера (основная): 13 ,Asus,золотистый,#Asus #золотистый #Премиум
3695,929387,Мобильный телефон Asus Zenfone 3 Max 32GB ZC520TL,"12 274,9",9,Вес (г): 148; Размеры (мм): 149.5x73.7x8.6; Емкость (мАч): 4130; Аккумулятор: Li-Ion; фонарик; гироскоп; mini-Jack (3.5 мм); microUSB; FM-приемник; Цифровой компас; Поддержка ГЛОНАСС; GPS-модуль; aGPS; USB хост; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Видео (основная): 1920х1080; Камера (основная): 13 ,Asus,серебристый,#Asus #серебристый #Премиум
3696,929387,Мобильный телефон Asus Zenfone 3 Max 32GB ZC520TL,"13 189,0",11,Вес (г): 148; Размеры (мм): 149.5x73.7x8.6; Емкость (мАч): 4130; Аккумулятор: Li-Ion; фонарик; гироскоп; mini-Jack (3.5 мм); microUSB; FM-приемник; Цифровой компас; Поддержка ГЛОНАСС; GPS-модуль; aGPS; USB хост; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Видео (основная): 1920х1080; Камера (основная): 13 ,Asus,серый,#Asus #серый #Премиум
3697,1014794,Мобильный телефон Texet TM-404,"2068,0",8,"Вес (г): 107; Размеры (мм): 109х58x19.5; Емкость (мАч): 800; Аккумулятор: Li-Ion; mini-Jack (3.5 мм); microUSB; FM-приемник; Bluetooth; GPRS; Камера (основная): 1.3; Слот для карт; разрешение (пикс): 320x240; Основной дисплей: дисплей (""): 2.8; Корпус: раскладной; Режим работы SIM-карт: попеременный ",Texet,пурпурный,#Texet #пурпурный #Премиум
3698,1014794,Мобильный телефон Texet TM-404,"1 698,4",11,"Вес (г): 107; Размеры (мм): 109х58x19.5; Емкость (мАч): 800; Аккумулятор: Li-Ion; mini-Jack (3.5 мм); microUSB; FM-приемник; Bluetooth; GPRS; Камера (основная): 1.3; Слот для карт; разрешение (пикс): 320x240; Основной дисплей: дисплей (""): 2.8; Корпус: раскладной; Режим работы SIM-карт: попеременный ",Texet,золотистый,#Texet #золотистый #Премиум
3699,1014794,Мобильный телефон Texet TM-404,"1 698,4",14,"Вес (г): 107; Размеры (мм): 109х58x19.5; Емкость (мАч): 800; Аккумулятор: Li-Ion; mini-Jack (3.5 мм); microUSB; FM-приемник; Bluetooth; GPRS; Камера (основная): 1.3; Слот для карт; разрешение (пикс): 320x240; Основной дисплей: дисплей (""): 2.8; Корпус: раскладной; Режим работы SIM-карт: попеременный ",Texet,красный,#Texet #красный #Премиум
3700,1014794,Мобильный телефон Texet TM-404,"1 529,0",8,"Вес (г): 107; Размеры (мм): 109х58x19.5; Емкость (мАч): 800; Аккумулятор: Li-Ion; mini-Jack (3.5 мм); microUSB; FM-приемник; Bluetooth; GPRS; Камера (основная): 1.3; Слот для карт; разрешение (пикс): 320x240; Основной дисплей: дисплей (""): 2.8; Корпус: раскладной; Режим работы SIM-карт: попеременный ",Texet,графит,#Texet #графит #Премиум
3701,1252945,Мобильный телефон ARK Benefit S504,"3058,0",3,Емкость (мАч): 1800; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; GPS-модуль; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Сдвоенная камера; Автофокус; Камера (основная): 2; Слот для карт; Память (ГБ): 4; ОЗУ (ГБ): 0.5; Процессор (ГГц): 1.3; Модель процессора: MediaTek MT6572; сенсорный экран,ARK,пурпурный,#ARK #пурпурный #Премиум
3702,1252945,Мобильный телефон ARK Benefit S504,"3 289,0",4,Емкость (мАч): 1800; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; GPS-модуль; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Сдвоенная камера; Автофокус; Камера (основная): 2; Слот для карт; Память (ГБ): 4; ОЗУ (ГБ): 0.5; Процессор (ГГц): 1.3; Модель процессора: MediaTek MT6572; сенсорный экран,ARK,красный,#ARK #красный #Премиум
3703,1252945,Мобильный телефон ARK Benefit S504,"3 064,6",2,Емкость (мАч): 1800; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; GPS-модуль; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Сдвоенная камера; Автофокус; Камера (основная): 2; Слот для карт; Память (ГБ): 4; ОЗУ (ГБ): 0.5; Процессор (ГГц): 1.3; Модель процессора: MediaTek MT6572; сенсорный экран,ARK,черный,#ARK #черный #Премиум
3704,744654,Мобильный телефон Huawei GR5,"13748,9",5,Вес (г): 158; Размеры (мм): 151.3х76.3х8.2; Емкость (мАч): 3000; Аккумулятор: Li-Pol; фонарик; шумоподавление; mini-Jack (3.5 мм); microUSB; Цифровой компас; Поддержка ГЛОНАСС; GPS-модуль; aGPS; USB хост; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Видео (основная): 1920х1080; Камера (основная): 13 ,Huawei,пурпурный,#Huawei #пурпурный #Премиум
3705,744654,Мобильный телефон Huawei GR5,"13 748,9",7,Вес (г): 158; Размеры (мм): 151.3х76.3х8.2; Емкость (мАч): 3000; Аккумулятор: Li-Pol; фонарик; шумоподавление; mini-Jack (3.5 мм); microUSB; Цифровой компас; Поддержка ГЛОНАСС; GPS-модуль; aGPS; USB хост; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Видео (основная): 1920х1080; Камера (основная): 13 ,Huawei,серый,#Huawei #серый #Премиум
3706,1315981,Мобильный телефон Alcatel 3c,"7161,0",8,Вес (г): 169; Размеры (мм): 161x76x7.9; Емкость (мАч): 3000; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; GPS-модуль; aGPS; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Видео (основная): 1920х1080; Камера (основная): 8; Слот для карт; Память (ГБ): 16; ОЗУ (ГБ): 1; Графический процессор: ARM Mali-400,Alcatel,пурпурный,#Alcatel #пурпурный #Премиум
3707,1315981,Мобильный телефон Alcatel 3c,"6 910,2",5,Вес (г): 169; Размеры (мм): 161x76x7.9; Емкость (мАч): 3000; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; GPS-модуль; aGPS; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Видео (основная): 1920х1080; Камера (основная): 8; Слот для карт; Память (ГБ): 16; ОЗУ (ГБ): 1; Графический процессор: ARM Mali-400,Alcatel,золотистый,#Alcatel #золотистый #Премиум
3708,1315981,Мобильный телефон Alcatel 3c,"6 910,2",14,Вес (г): 169; Размеры (мм): 161x76x7.9; Емкость (мАч): 3000; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; GPS-модуль; aGPS; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Видео (основная): 1920х1080; Камера (основная): 8; Слот для карт; Память (ГБ): 16; ОЗУ (ГБ): 1; Графический процессор: ARM Mali-400,Alcatel,черный,#Alcatel #черный #Премиум
3709,1315981,Мобильный телефон Alcatel 3c,"7 161,0",8,Вес (г): 169; Размеры (мм): 161x76x7.9; Емкость (мАч): 3000; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; GPS-модуль; aGPS; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Видео (основная): 1920х1080; Камера (основная): 8; Слот для карт; Память (ГБ): 16; ОЗУ (ГБ): 1; Графический процессор: ARM Mali-400,Alcatel,белый,#Alcatel #белый #Премиум
3710,700190,Мобильный телефон Nokia 230,"5489,0",7,"Этот телефон с цифровой клавиатурой внешне напоминает классическую «звонилку» для тех, кому нужна в основном традиционная голосовая связь и SMS. Тем не менее, он имеет ряд особенностей, заметно выделяющих его как среди аналогов, так и даже среди более продвинутых моделей. Одной из таких особенностей является фронтальная камера, оснащённая собственной вспышкой — правда, с разрешением сенсора всего 2 Мп. Экран телефона Nokia 230 довольно крупный для подобной техники — 2,8"", с разрешением 320х240. Задняя крышка выполнена из алюминия. Стоит учитывать, что аппарат поддерживает только сети GSM. Зато его автономность достигает 23 ч в режиме разговора. ",Nokia,пурпурный,#Nokia #пурпурный #Премиум
3711,700190,Мобильный телефон Nokia 230,"5 445,0",14,"Этот телефон с цифровой клавиатурой внешне напоминает классическую «звонилку» для тех, кому нужна в основном традиционная голосовая связь и SMS. Тем не менее, он имеет ряд особенностей, заметно выделяющих его как среди аналогов, так и даже среди более продвинутых моделей. Одной из таких особенностей является фронтальная камера, оснащённая собственной вспышкой — правда, с разрешением сенсора всего 2 Мп. Экран телефона Nokia 230 довольно крупный для подобной техники — 2,8"", с разрешением 320х240. Задняя крышка выполнена из алюминия. Стоит учитывать, что аппарат поддерживает только сети GSM. Зато его автономность достигает 23 ч в режиме разговора. ",Nokia,серебристый,#Nokia #серебристый #Премиум
